sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,c_charge_desc,priors_count,two_year_recid
Male,44,25 - 45,African-American,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,0
Male,28,25 - 45,African-American,0,0,0,F,Burglary Conveyance Assault/Bat,1,0
Male,60,Greater than 45,African-American,0,0,0,M,DUI - Enhanced,3,0
Male,49,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,0,0
Male,32,25 - 45,African-American,0,0,0,F,Robbery W/Firearm,9,0
Male,30,25 - 45,African-American,0,0,0,M,Battery,10,1
Male,52,Greater than 45,Caucasian,0,0,0,F,Manufacture Cannabis,0,0
Female,27,25 - 45,African-American,0,0,0,M,Pos Cannabis W/Intent Sel/Del,1,0
Male,34,25 - 45,African-American,0,0,0,F,Poss Wep Conv Felon,0,0
Male,55,Greater than 45,African-American,0,0,0,F,Felony Battery w/Prior Convict,5,1
Male,37,25 - 45,African-American,0,0,0,M,Battery,6,0
Male,33,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,0,0
Male,22,Less than 25,African-American,0,0,0,F,Possession of Cannabis,0,1
Female,27,25 - 45,African-American,0,0,0,M,Assault,0,0
Male,20,Less than 25,African-American,0,0,2,F,Uttering a Forged Instrument,0,1
Male,33,25 - 45,Caucasian,0,0,0,F,Burglary Assault/Battery Armed,0,0
Male,26,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,29,25 - 45,African-American,0,0,0,M,DWLS Canceled Disqul 1st Off,0,0
Male,32,25 - 45,African-American,0,0,0,M,Driving Under The Influence,1,0
Male,37,25 - 45,Caucasian,0,0,0,M,Battery,4,0
Male,31,25 - 45,African-American,0,0,0,F,arrest case no charge,15,0
Male,29,25 - 45,African-American,0,0,0,F,Driving While License Revoked,6,1
Male,31,25 - 45,African-American,0,0,0,F,arrest case no charge,6,0
Female,36,25 - 45,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,0
Male,35,25 - 45,African-American,0,0,0,M,Poss Of Controlled Substance,4,0
Female,37,25 - 45,African-American,0,0,0,F,Burglary With Assault/battery,1,0
Male,34,25 - 45,Caucasian,0,0,0,M,Petit Theft,5,1
Male,20,Less than 25,Caucasian,0,0,0,M,Assault,1,1
Female,50,Greater than 45,African-American,0,0,0,M,Battery,12,1
Male,24,Less than 25,Caucasian,0,0,2,F,Felony Petit Theft,8,1
Male,29,25 - 45,African-American,0,1,0,M,Battery,8,1
Female,45,Greater than 45,African-American,0,0,0,F,Driving While License Revoked,1,0
Male,34,25 - 45,Caucasian,0,0,0,F,arrest case no charge,2,1
Male,70,Greater than 45,African-American,0,0,0,M,Driving Under The Influence,0,0
Male,26,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,23,Less than 25,African-American,1,0,0,F,arrest case no charge,4,0
Male,27,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,5,0
Male,44,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,6,1
Male,23,Less than 25,African-American,0,0,0,M,arrest case no charge,2,1
Male,26,25 - 45,African-American,0,0,0,M,Battery,0,0
Female,23,Less than 25,Caucasian,0,0,0,M,Battery,2,0
Male,27,25 - 45,African-American,0,0,0,F,arrest case no charge,3,1
Female,46,Greater than 45,Caucasian,0,0,0,F,Felony Batt(Great Bodily Harm),1,0
Female,27,25 - 45,African-American,1,0,0,F,arrest case no charge,1,0
Male,45,Greater than 45,Caucasian,0,0,0,F,Felony Battery,7,0
Male,42,25 - 45,African-American,0,0,0,M,arrest case no charge,1,0
Female,24,Less than 25,Caucasian,0,1,0,M,Battery,3,1
Male,20,Less than 25,African-American,1,1,1,F,arrest case no charge,2,1
Male,49,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,3,0
Male,29,25 - 45,Caucasian,0,0,0,M,arrest case no charge,8,1
Male,29,25 - 45,Hispanic,0,0,0,F,Carrying Concealed Firearm,0,0
Female,52,Greater than 45,Caucasian,0,0,0,F,Battery on Law Enforc Officer,1,0
Male,37,25 - 45,Hispanic,0,0,0,M,Battery,4,1
Male,26,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,53,Greater than 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,15,1
Male,47,Greater than 45,Hispanic,0,0,0,F,arrest case no charge,1,0
Male,38,25 - 45,African-American,0,0,0,M,Extradition/Defendants,0,1
Male,25,25 - 45,African-American,0,0,0,F,Possession of Cocaine,1,0
Male,21,Less than 25,African-American,1,0,0,F,Burglary Conveyance Unoccup,1,1
Male,48,Greater than 45,African-American,0,0,0,M,Battery,0,0
Female,40,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,1,0
Female,24,Less than 25,Other,0,0,0,F,Uttering a Forged Instrument,0,0
Male,22,Less than 25,African-American,0,0,0,F,Burglary Dwelling Occupied,0,1
Male,36,25 - 45,African-American,0,0,0,M,arrest case no charge,4,0
Male,38,25 - 45,Caucasian,0,0,0,M,Battery,2,0
Male,23,Less than 25,Other,0,0,0,F,Felony Battery (Dom Strang),0,1
Male,54,Greater than 45,Other,0,0,0,M,Battery,2,0
Male,24,Less than 25,Hispanic,0,0,0,F,arrest case no charge,1,0
Female,44,25 - 45,Caucasian,0,0,0,M,Disorderly Conduct,0,1
Female,23,Less than 25,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,1
Male,64,Greater than 45,Caucasian,0,0,0,M,Operating W/O Valid License,0,0
Male,38,25 - 45,Caucasian,0,0,0,M,Felony/Driving Under Influence,5,1
Female,45,Greater than 45,Other,0,0,0,M,Battery,0,0
Male,49,Greater than 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,0
Female,45,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,3,0
Male,33,25 - 45,Asian,0,0,0,M,Battery,0,0
Male,44,25 - 45,Hispanic,0,0,0,F,Leaving the Scene of Accident,2,0
Male,51,Greater than 45,African-American,0,0,0,F,arrest case no charge,3,0
Male,50,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,0,0
Male,33,25 - 45,Caucasian,0,2,0,M,Viol Injunct Domestic Violence,2,0
Female,54,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Male,28,25 - 45,Hispanic,0,0,0,F,Possession of Cannabis,3,1
Male,33,25 - 45,Caucasian,0,0,1,F,arrest case no charge,14,0
Male,42,25 - 45,African-American,0,0,0,M,arrest case no charge,17,1
Male,34,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,3,0
Male,38,25 - 45,Caucasian,0,0,0,F,Corrupt Public Servant,2,1
Male,21,Less than 25,African-American,0,0,0,F,Bribery Athletic Contests,1,1
Male,33,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,5,0
Male,32,25 - 45,African-American,0,0,1,M,arrest case no charge,9,1
Male,45,Greater than 45,Caucasian,0,0,0,M,Battery,1,0
Male,30,25 - 45,Caucasian,0,0,0,F,Possession Of Heroin,1,1
Female,29,25 - 45,African-American,0,0,0,F,Agg Battery Grt/Bod/Harm,0,0
Male,44,25 - 45,African-American,0,0,0,M,Driving License Suspended,3,0
Female,51,Greater than 45,Caucasian,0,0,0,M,Battery,0,1
Female,28,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,0,0
Male,27,25 - 45,Caucasian,0,0,0,F,Possession of Cannabis,1,0
Male,28,25 - 45,Hispanic,0,0,0,F,Possession Of Heroin,16,1
Female,30,25 - 45,African-American,0,0,0,F,Grand Theft on 65 Yr or Older,0,0
Male,32,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,27,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,5,0
Male,21,Less than 25,Hispanic,0,0,0,F,Battery on Law Enforc Officer,1,1
Male,21,Less than 25,African-American,0,0,0,F,Burglary Structure Unoccup,0,0
Female,34,25 - 45,Caucasian,0,0,0,F,Tamper With Witness/Victim/CI,0,1
Male,24,Less than 25,African-American,0,0,0,F,Crim Attempt/Solic/Consp,7,1
Male,32,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,0,0
Female,38,25 - 45,Caucasian,0,0,0,F,arrest case no charge,5,1
Male,56,Greater than 45,African-American,0,0,0,M,arrest case no charge,3,0
Female,44,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,31,25 - 45,African-American,0,0,0,M,DWLS Canceled Disqul 1st Off,1,1
Female,25,25 - 45,Caucasian,0,0,0,F,arrest case no charge,6,0
Female,20,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,35,25 - 45,African-American,0,0,0,M,Battery,1,0
Male,33,25 - 45,African-American,0,0,0,F,Agg Battery Grt/Bod/Harm,1,1
Male,24,Less than 25,African-American,0,0,0,M,Battery,0,0
Female,40,25 - 45,Hispanic,0,0,0,M,arrest case no charge,2,0
Male,27,25 - 45,African-American,0,0,0,F,Poss Pyrrolidinovalerophenone,9,1
Female,21,Less than 25,African-American,0,0,0,M,Petit Theft,2,0
Male,38,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,9,1
Male,20,Less than 25,Caucasian,0,0,1,F,Grand Theft Dwell Property,0,1
Male,30,25 - 45,African-American,0,0,0,F,Driving While License Revoked,9,1
Male,36,25 - 45,Caucasian,0,0,0,F,arrest case no charge,9,1
Male,23,Less than 25,African-American,0,0,0,M,Viol Injunct Domestic Violence,2,1
Male,39,25 - 45,African-American,0,0,0,F,Driving While License Revoked,21,1
Male,32,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,3,0
Male,29,25 - 45,Caucasian,0,0,0,F,Pos Cannabis W/Intent Sel/Del,3,1
Male,58,Greater than 45,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,2,1
Male,23,Less than 25,Hispanic,0,0,1,F,Grand Theft in the 3rd Degree,2,0
Male,23,Less than 25,Caucasian,0,0,0,M,Petit Theft,3,1
Female,68,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,5,0
Female,26,25 - 45,Caucasian,0,0,0,M,Battery,2,0
Male,51,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,0,1
Male,25,25 - 45,African-American,0,0,0,M,Battery,0,0
Male,40,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,5,1
Male,51,Greater than 45,African-American,0,0,0,F,arrest case no charge,14,0
Male,27,25 - 45,African-American,0,0,0,M,Prowling/Loitering,2,1
Male,49,Greater than 45,African-American,0,0,0,M,Viol Prot Injunc Repeat Viol,11,1
Male,36,25 - 45,Other,0,0,0,M,Battery,0,0
Male,28,25 - 45,Caucasian,0,0,0,M,arrest case no charge,5,0
Male,20,Less than 25,African-American,0,0,0,F,Burglary Dwelling Assault/Batt,0,0
Male,21,Less than 25,African-American,0,0,0,F,Possession of Cocaine,2,1
Female,31,25 - 45,African-American,0,0,0,F,Agg Battery Grt/Bod/Harm,0,0
Male,57,Greater than 45,African-American,0,0,0,M,Battery,0,0
Female,61,Greater than 45,Caucasian,0,0,0,F,Resist Officer w/Violence,8,1
Male,35,25 - 45,Hispanic,0,0,0,F,Burglary Structure Unoccup,3,1
Male,54,Greater than 45,African-American,0,0,0,F,arrest case no charge,3,1
Male,39,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,0,0
Male,24,Less than 25,African-American,0,1,0,F,Possession of Cocaine,1,0
Female,29,25 - 45,Hispanic,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,1
Male,48,Greater than 45,African-American,0,0,1,F,Possession of Cocaine,8,1
Male,30,25 - 45,African-American,0,0,1,M,Resist/Obstruct W/O Violence,6,1
Male,26,25 - 45,African-American,0,1,0,F,Possession of Cocaine,10,1
Male,36,25 - 45,Caucasian,0,0,0,F,arrest case no charge,2,0
Male,37,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,12,1
Male,26,25 - 45,African-American,0,0,0,F,Burglary Dwelling Occupied,4,1
Male,29,25 - 45,African-American,0,0,0,M,Petit Theft,7,1
Male,26,25 - 45,African-American,0,0,0,M,Viol Pretrial Release Dom Viol,1,1
Male,60,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,2,0
Male,27,25 - 45,Caucasian,0,0,0,F,Poss/Sell/Del/Man Amobarbital,2,1
Male,41,25 - 45,African-American,2,0,0,F,Grand Theft in the 3rd Degree,16,1
Male,22,Less than 25,Caucasian,0,0,1,F,Poss Contr Subst W/o Prescript,1,0
Male,28,25 - 45,African-American,0,0,0,F,arrest case no charge,3,0
Male,33,25 - 45,African-American,0,0,0,F,Carrying Concealed Firearm,13,1
Male,28,25 - 45,African-American,0,0,0,F,arrest case no charge,2,0
Male,55,Greater than 45,Caucasian,0,0,0,M,Battery,0,1
Male,21,Less than 25,African-American,0,1,0,F,Burglary Unoccupied Dwelling,6,1
Male,28,25 - 45,Hispanic,0,0,0,F,Kidnapping / Domestic Violence,2,1
Female,22,Less than 25,Hispanic,0,0,0,M,Battery,0,0
Female,29,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,6,1
Male,45,Greater than 45,African-American,0,0,0,F,Felony/Driving Under Influence,5,0
Male,24,Less than 25,African-American,0,0,0,M,Tresspass Struct/Conveyance,2,1
Male,50,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,12,1
Male,24,Less than 25,African-American,0,0,0,M,Battery,1,1
Male,47,Greater than 45,African-American,0,0,0,F,arrest case no charge,1,0
Male,57,Greater than 45,Caucasian,0,0,0,M,Battery,1,0
Male,54,Greater than 45,Caucasian,0,0,0,F,Aggravated Battery / Pregnant,6,0
Female,42,25 - 45,Caucasian,0,0,0,M,Battery,0,0
Male,35,25 - 45,Caucasian,0,0,0,F,Cruelty to Animals,5,0
Male,30,25 - 45,African-American,0,0,0,F,Driving While License Revoked,0,1
Male,53,Greater than 45,Caucasian,0,0,0,F,Dealing in Stolen Property,1,0
Female,31,25 - 45,African-American,0,0,0,M,Exposes Culpable Negligence,2,0
Male,83,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,4,0
Male,46,Greater than 45,Hispanic,0,0,0,F,Uttering a Forged Instrument,15,0
Male,31,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,1
Male,23,Less than 25,Other,0,0,0,F,Grand Theft in the 3rd Degree,4,0
Male,47,Greater than 45,African-American,0,0,0,F,Felony Battery w/Prior Convict,9,0
Male,31,25 - 45,Hispanic,0,0,0,F,Agg Fleeing and Eluding,4,0
Male,50,Greater than 45,African-American,0,0,0,M,,0,0
Male,24,Less than 25,African-American,0,1,0,M,Operating W/O Valid License,9,1
Female,22,Less than 25,African-American,0,1,0,F,Aggrav Battery w/Deadly Weapon,2,0
Male,45,Greater than 45,Hispanic,0,0,0,M,Possess Cannabis/20 Grams Or Less,1,0
Female,30,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,30,25 - 45,Other,0,0,0,M,arrest case no charge,5,1
Male,36,25 - 45,African-American,0,0,0,M,Driving License Suspended,4,0
Female,43,25 - 45,Caucasian,0,0,0,M,Trespass Private Property,22,1
Male,50,Greater than 45,African-American,0,0,0,M,Battery,0,0
Female,24,Less than 25,Other,0,0,0,F,Possession Of Methamphetamine,2,1
Female,42,25 - 45,Caucasian,0,0,0,F,False Ownership Info/Pawn Item,3,0
Female,29,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1,1
Female,28,25 - 45,Hispanic,0,0,0,F,Burglary Conveyance Unoccup,2,0
Male,31,25 - 45,Hispanic,0,0,0,M,Assault,0,0
Male,25,25 - 45,African-American,0,0,0,F,arrest case no charge,5,1
Male,36,25 - 45,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,4,0
Male,24,Less than 25,African-American,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,1
Male,28,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,5,0
Male,31,25 - 45,Caucasian,0,0,0,M,Battery,0,1
Male,23,Less than 25,African-American,0,0,0,F,Aggravated Assault W/dead Weap,0,0
Male,29,25 - 45,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,4,1
Male,51,Greater than 45,African-American,0,0,0,M,Petit Theft $100- $300,11,1
Male,34,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,0
Male,29,25 - 45,African-American,0,0,0,F,Driving While License Revoked,12,1
Male,39,25 - 45,African-American,0,1,0,F,Possession of Cocaine,13,1
Female,36,25 - 45,Hispanic,0,0,0,M,Burglary Structure Unoccup,0,0
Male,59,Greater than 45,African-American,0,0,0,M,arrest case no charge,15,1
Male,23,Less than 25,African-American,0,0,2,F,Grand Theft (Motor Vehicle),3,1
Male,31,25 - 45,African-American,0,0,0,F,Felony Driving While Lic Suspd,15,0
Male,53,Greater than 45,Caucasian,0,0,0,M,Resist/Obstruct W/O Violence,0,0
Male,34,25 - 45,African-American,0,0,0,F,Unauth C/P/S Sounds>1000/Audio,12,0
Female,63,Greater than 45,African-American,0,0,0,F,Possession of Cannabis,1,0
Male,21,Less than 25,Other,0,0,0,F,Tampering With Physical Evidence,0,1
Female,21,Less than 25,African-American,0,0,0,F,Possession Of Alprazolam,0,1
Male,47,Greater than 45,Caucasian,0,0,0,F,Corrupt Public Servant,28,1
Male,34,25 - 45,African-American,0,0,0,F,Possession of Cocaine,7,1
Male,43,25 - 45,African-American,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,0
Male,58,Greater than 45,Caucasian,0,0,0,F,Felony Petit Theft,4,1
Female,40,25 - 45,Hispanic,0,0,0,F,Grand Theft (Motor Vehicle),4,1
Male,36,25 - 45,African-American,3,0,0,F,arrest case no charge,16,1
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,34,25 - 45,African-American,0,0,0,F,Possession Burglary Tools,5,1
Male,56,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,13,0
Female,52,Greater than 45,Caucasian,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,0
Male,56,Greater than 45,African-American,0,0,0,F,False Imprisonment,0,0
Female,37,25 - 45,African-American,0,0,0,M,Exposes Culpable Negligence,0,0
Female,50,Greater than 45,Caucasian,0,0,0,M,Battery,0,0
Male,25,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,1
Male,22,Less than 25,African-American,0,0,0,F,Possession of Cocaine,0,1
Female,43,25 - 45,Caucasian,0,0,0,M,Battery,0,1
Male,30,25 - 45,Caucasian,0,0,0,M,Battery,1,0
Male,29,25 - 45,Asian,0,0,0,F,Battery on a Person Over 65,0,0
Male,24,Less than 25,Caucasian,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,7,1
Female,27,25 - 45,Caucasian,0,0,0,F,Possession Of Amphetamine,3,0
Female,24,Less than 25,Caucasian,0,0,0,F,Possession Of Heroin,0,0
Female,74,Greater than 45,African-American,0,0,0,F,Felony Petit Theft,0,0
Male,27,25 - 45,African-American,0,0,1,M,arrest case no charge,8,1
Male,37,25 - 45,Hispanic,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1,1
Male,39,25 - 45,African-American,0,1,1,F,Possession of Cocaine,8,1
Male,29,25 - 45,Caucasian,0,0,0,F,Driving While License Revoked,5,0
Male,25,25 - 45,African-American,0,0,0,M,Unlaw Use False Name/Identity,0,1
Female,35,25 - 45,African-American,0,0,0,F,Neglect Child / No Bodily Harm,5,0
Male,29,25 - 45,African-American,0,0,0,M,Battery,1,1
Male,36,25 - 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,61,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,13,1
Male,26,25 - 45,Caucasian,0,0,0,F,Carrying Concealed Firearm,2,0
Male,28,25 - 45,African-American,0,0,0,M,Resist/Obstruct W/O Violence,1,0
Female,26,25 - 45,African-American,0,0,0,F,arrest case no charge,1,0
Female,39,25 - 45,Caucasian,0,1,0,F,Felony Petit Theft,11,1
Male,22,Less than 25,African-American,0,1,0,F,Grand Theft in the 3rd Degree,3,1
Male,28,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,51,Greater than 45,Caucasian,0,0,0,F,Possession Of Alprazolam,1,1
Female,35,25 - 45,Hispanic,0,0,0,M,Battery,0,0
Female,23,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,29,25 - 45,African-American,1,2,0,F,Crim Use of Personal ID Info,6,1
Male,20,Less than 25,Other,0,0,0,F,Uttering a Forged Instrument,0,1
Male,24,Less than 25,African-American,0,0,2,M,arrest case no charge,1,1
Female,23,Less than 25,Hispanic,0,1,0,M,Battery,2,0
Female,33,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,5,0
Male,21,Less than 25,Caucasian,1,0,0,F,arrest case no charge,1,1
Male,59,Greater than 45,Caucasian,0,0,0,M,Battery,3,0
Male,26,25 - 45,Caucasian,0,0,0,F,Tamper With Witness/Victim/CI,4,1
Male,36,25 - 45,Caucasian,0,0,0,M,,0,0
Male,38,25 - 45,Other,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,19,Less than 25,Caucasian,1,3,2,M,arrest case no charge,5,1
Male,28,25 - 45,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,2,0
Male,23,Less than 25,Hispanic,0,0,0,F,arrest case no charge,2,1
Male,21,Less than 25,African-American,0,0,2,F,Obstruct Officer W/Violence,1,1
Male,52,Greater than 45,African-American,0,0,0,M,Battery,0,1
Male,56,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,12,1
Male,40,25 - 45,Caucasian,0,0,0,M,DUI Property Damage/Injury,1,0
Female,48,Greater than 45,Caucasian,0,0,0,M,Felony Battery w/Prior Convict,8,1
Male,24,Less than 25,African-American,0,1,2,M,Cause Anoth Phone Ring Repeat,2,0
Female,26,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,59,Greater than 45,African-American,0,0,0,M,Leave Acc/Attend Veh/More $50,5,0
Male,66,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,1,1
Female,54,Greater than 45,African-American,0,0,0,F,Felony Petit Theft,6,0
Male,31,25 - 45,Caucasian,0,0,0,M,Battery,4,1
Male,34,25 - 45,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,25,25 - 45,African-American,0,0,0,F,arrest case no charge,9,1
Male,47,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,2,0
Male,51,Greater than 45,African-American,0,0,1,F,Felony Driving While Lic Suspd,12,1
Male,25,25 - 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,25,25 - 45,Other,0,0,0,F,Felony Battery,0,1
Female,31,25 - 45,African-American,0,0,0,F,Aggravated Assault W/Dead Weap,2,1
Male,44,25 - 45,Hispanic,0,0,0,F,arrest case no charge,2,1
Male,36,25 - 45,Caucasian,0,0,0,F,arrest case no charge,1,0
Male,77,Greater than 45,Caucasian,0,0,0,F,arrest case no charge,3,0
Male,49,Greater than 45,Caucasian,0,0,0,M,Driving Under The Influence,0,0
Male,31,25 - 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Male,30,25 - 45,Caucasian,0,0,1,F,Uttering a Forged Instrument,1,0
Male,29,25 - 45,African-American,1,0,0,F,Att Burgl Unoccupied Dwel,3,1
Female,53,Greater than 45,Caucasian,0,0,0,F,Possession of Cocaine,6,1
Male,21,Less than 25,African-American,0,1,0,F,Att Burgl Unoccupied Dwel,1,1
Male,21,Less than 25,African-American,0,0,0,F,Resist Officer w/Violence,0,0
Female,27,25 - 45,African-American,0,0,0,F,Fraudulent Use of Credit Card,1,1
Female,65,Greater than 45,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0,0
Female,59,Greater than 45,Caucasian,0,0,0,M,Driving Under The Influence,0,0
Male,59,Greater than 45,African-American,0,0,0,M,DUI Property Damage/Injury,0,0
Male,24,Less than 25,African-American,0,0,0,M,Battery,0,0
Male,40,25 - 45,African-American,0,0,0,F,Aggravated Battery,0,0
Male,51,Greater than 45,African-American,0,0,0,F,Criminal Mischief,0,1
Male,34,25 - 45,African-American,1,0,0,F,Possession Of Alprazolam,10,1
Male,30,25 - 45,Hispanic,0,0,0,F,Poss Unlaw Issue Driver Licenc,1,1
Male,52,Greater than 45,African-American,0,0,0,F,Tampering With Physical Evidence,1,0
Male,29,25 - 45,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,1,1
Male,24,Less than 25,African-American,0,0,0,F,arrest case no charge,15,1
Male,38,25 - 45,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,1
Female,22,Less than 25,African-American,0,0,0,F,Poss of Methylethcathinone,0,0
Male,43,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,0
Male,32,25 - 45,Caucasian,0,0,0,F,Possession of Cocaine,5,1
Male,55,Greater than 45,African-American,0,0,0,F,Failure To Return Hired Vehicle,0,0
Male,26,25 - 45,African-American,0,0,0,F,Burglary Unoccupied Dwelling,2,0
Male,23,Less than 25,Caucasian,0,0,1,M,DUI Property Damage/Injury,1,0
Female,47,Greater than 45,Other,0,0,0,F,Aggravated Assault W/dead Weap,0,0
Male,28,25 - 45,Caucasian,0,0,0,M,Driving License Suspended,1,1
Male,27,25 - 45,Hispanic,0,0,0,F,Grand Theft in the 3rd Degree,0,1
Male,61,Greater than 45,Hispanic,0,0,0,F,Felony Petit Theft,2,1
Male,26,25 - 45,African-American,0,0,0,F,Felony Batt(Great Bodily Harm),0,0
Male,41,25 - 45,Hispanic,0,0,0,M,Petit Theft $100- $300,1,0
Female,28,25 - 45,Caucasian,0,0,0,M,Battery,1,1
Male,43,25 - 45,African-American,0,0,0,F,Uttering a Forged Instrument,0,1
Male,30,25 - 45,Caucasian,0,0,0,F,Burglary Unoccupied Dwelling,3,0
Male,33,25 - 45,African-American,0,0,0,M,Viol Pretrial Release Dom Viol,21,1
Male,21,Less than 25,Caucasian,0,0,1,M,Burglary Structure Unoccup,0,0
Female,32,25 - 45,Caucasian,0,0,1,M,Battery,0,0
Male,22,Less than 25,African-American,0,0,0,F,Tampering With Physical Evidence,1,1
Male,51,Greater than 45,African-American,0,0,0,F,Possession of Cocaine,3,0
Male,20,Less than 25,African-American,0,0,1,F,Resist Officer w/Violence,2,1
Male,35,25 - 45,Caucasian,0,0,0,F,Possession Of Amphetamine,2,0
Female,37,25 - 45,African-American,0,0,0,F,arrest case no charge,3,0
Male,28,25 - 45,African-American,0,0,0,M,Susp Drivers Lic 1st Offense,0,1
Male,41,25 - 45,Caucasian,0,0,0,M,Battery,3,1
Male,24,Less than 25,African-American,0,0,0,M,Battery,0,1
Female,33,25 - 45,African-American,0,0,0,M,Battery,3,0
Male,25,25 - 45,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,4,1
Female,30,25 - 45,Caucasian,0,0,0,F,arrest case no charge,4,0
Male,20,Less than 25,African-American,0,0,0,F,Burglary Unoccupied Dwelling,1,1
Female,42,25 - 45,African-American,0,0,0,F,arrest case no charge,1,0
Female,40,25 - 45,African-American,0,0,0,F,arrest case no charge,15,1
Male,39,25 - 45,African-American,0,0,0,F,Poss Unlaw Issue Id,0,1
Male,21,Less than 25,African-American,0,0,0,F,Grand Theft (Motor Vehicle),0,0
Male,39,25 - 45,Caucasian,0,0,0,F,Poss Contr Subst W/o Prescript,2,1
Male,24,Less than 25,Caucasian,0,0,0,F,Possession of Cannabis,0,0
Male,41,25 - 45,African-American,0,0,0,F,Driving While License Revoked,0,0
Male,39,25 - 45,African-American,0,0,0,F,Possession of Cannabis,1,0
Female,24,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,3,0
Female,24,Less than 25,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1,0
